coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
1514662,,,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:6ec1deba-27b8-499c-af1c-82e6afb4668c,"2014-10-03 06:18:38"
1514662,"not specified",,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:29e51629-7244-4ba0-8bd2-1ae0747911a8,"2021-01-07 16:23:24"
1514666,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:a1384f87-cb15-465f-b841-c5d2f3de326b,"2014-10-03 06:18:38"
1514666,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:c933f750-0938-4e1e-aca0-5976a8b679a3,"2021-01-07 16:23:24"
1514667,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:c19999aa-327a-4bd8-9235-a8c1a2a31e67,"2014-10-03 06:18:38"
1514667,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:2040a921-1102-4787-89c2-47584e9a1003,"2021-01-07 16:23:24"
1514672,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:b375998f-9eae-4ebd-a1b9-c540cfe2909c,"2014-10-03 06:18:38"
1514672,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:f0b36f54-925a-47cd-9017-6fc23a9344f9,"2021-01-07 16:23:24"
1514679,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:c508a84b-215b-4939-9e30-419e8799134c,"2014-10-03 06:18:38"
1514679,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:1a85bad9-8f55-4189-b5f0-3d864f815bc0,"2021-01-07 16:23:24"
1514680,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:a0a55194-b665-4676-a958-0186fd477f69,"2014-10-03 06:18:38"
1514680,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:093d84bb-58b1-4427-b63d-129ff340c340,"2021-01-07 16:23:24"
1514681,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:76524e8b-8c5c-4fdc-8ae8-bb0e2956d357,"2014-10-03 06:18:38"
1514681,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:befd50d5-1ddc-4e29-8619-ac340c2307fe,"2021-01-07 16:23:24"
1514683,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:afd30341-34f4-4a2e-b1e6-965f57184db0,"2014-10-03 06:18:38"
1514683,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:12712a5f-04c3-4cad-9a4b-a1211b2b739c,"2021-01-07 16:23:24"
1514833,,,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:f8046cc1-02fc-4e6d-a4ff-e616d5c50772,"2014-10-03 06:18:38"
1514833,"not specified",,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:ca894d6c-51a4-4d90-927d-435c1966bda9,"2021-01-07 16:23:24"
1516016,,,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:f7555505-bd05-453b-8cbd-c423227d9087,"2014-10-03 06:18:38"
1516016,"not specified",,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:88faa804-c1c6-4080-adef-c78218a42b35,"2021-01-07 16:23:24"
1516796,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:7e943b6c-cf03-4494-921a-f00145303808,"2014-10-03 06:18:38"
1516796,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:5649c5d5-c71f-4f1b-a916-73ed15d64c5c,"2021-01-07 16:23:24"
1516797,,,1946-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:7f82aaba-5a30-4553-996a-5dfffbc5f261,"2014-10-03 06:18:38"
1516797,"not specified",,1946-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:4751e4c8-7d81-4931-a6a3-560062c18ef7,"2021-01-07 16:23:24"
1518789,,,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:d95ba9d2-6f0d-4744-a1cf-80a5e48c7b4e,"2014-10-03 06:18:38"
1518789,"not specified",,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:3761292a-7172-4b92-aacd-6a6f12ba20ee,"2021-01-07 16:23:24"
1519613,,,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:b92b7399-8b3e-4789-8c70-8cdae615e232,"2014-10-03 06:18:38"
1519613,"not specified",,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:73115bdf-aaa9-49b1-a16d-2d830e887351,"2021-01-07 16:23:24"
1519614,,,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:cd09a7f8-29e9-4e12-8fef-3629f2d23256,"2014-10-03 06:18:38"
1519614,"not specified",,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:3eac7ab6-41bc-4488-8e4f-001037b69105,"2021-01-07 16:23:24"
1519638,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:a73299e5-458d-4ca9-8d22-8d4ed02f3245,"2014-10-03 06:18:38"
1519638,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:3fc4679f-6ed0-4869-a9d8-9b100a1447b9,"2021-01-07 16:23:24"
1519639,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:59386766-522c-45eb-a11d-e087221a353b,"2014-10-03 06:18:38"
1519639,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:8bd4d034-6d49-4b11-9b07-8653d28f22f1,"2021-01-07 16:23:24"
1519692,,,1976-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:1d941a92-9bdb-4582-9be8-7b8ceeb7dc17,"2014-10-03 06:18:38"
1519692,"not specified",,1976-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:3fb917f3-343b-4c6b-bb8b-dba39a800fee,"2021-01-07 16:23:24"
1519738,,,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:d969a6b1-0c68-4021-9519-50aeaab6c582,"2014-10-03 06:18:38"
1519738,"not specified",,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:89ee61b6-c9c5-4dd0-835c-5d72c00791bd,"2021-01-07 16:23:24"
1520574,,,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:259c6e07-86a7-42fe-92d1-2a1a50b68ada,"2014-10-03 06:18:38"
1520574,"not specified",,1967-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:49592a0d-78f9-491c-9604-91d2f08cd50f,"2021-01-07 16:23:24"
1521393,,,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:903a216b-5e60-4540-9c5c-148375e661b3,"2014-10-03 06:18:38"
1521393,"not specified",,2003-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:3a8ac0bb-92c8-49f9-b15e-652092317e0f,"2021-01-07 16:23:24"
1522602,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:bb2037c2-f35c-4a92-8735-3256ec734bc5,"2014-10-03 06:18:38"
1522602,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:fc4c68d7-c3fe-4196-83be-05d9864b03b2,"2021-01-07 16:23:24"
1523656,,,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:24e560da-b41e-4f55-8d4c-d5040c4bc7b3,"2014-10-03 06:18:38"
1523656,"not specified",,1971-00-00,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:8077d599-0c4b-4dbd-b746-b6d124785e42,"2021-01-07 16:23:24"
1764957,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:e93dc6c7-bbcf-46ce-93a5-f5dfac390492,"2014-10-03 06:18:38"
1764957,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:afda9a6e-154b-4efe-ab76-be210a7a67ef,"2021-01-07 16:23:24"
4716818,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:4c2d8ce2-7f4f-4cef-8b2e-755a3c270eda,"2014-10-03 06:18:38"
4716818,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:39d79f35-0f0a-4baa-b7c6-4b5834e4b121,"2021-01-07 16:23:24"
4718248,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:95e193f2-0ae6-4f3c-9a16-c00f0c9c6940,"2014-10-03 06:18:38"
4718248,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:a5f461ea-2c61-4ee0-8033-edfd0ce100cb,"2021-01-07 16:23:24"
4724368,,,2008-04-20,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:e2ec7f34-c7f1-4381-860b-c3f1c027eb4a,"2014-10-03 06:18:38"
4724368,"not specified",,2008-04-20,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:74b5227a-f7c0-45fa-8a1f-adae61b572e0,"2021-01-07 16:23:24"
4727759,,,2008-04-20,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:dc4ce80e-a5e7-48bc-a718-c095c20557c2,"2014-10-03 06:18:38"
4727759,"not specified",,2008-04-20,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:cf4098d1-e6c9-4f4f-adaa-9e53182fd05f,"2021-01-07 16:23:24"
4731221,,,2009-05-09,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:ba1d6a4e-6d18-4b2a-84d4-9e6e20f381cd,"2014-10-03 06:18:38"
4731221,"not specified",,2009-05-09,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:09850ef1-1538-4803-99b9-4ffcb53bd77b,"2021-01-07 16:23:24"
4793096,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:ee00af0b-a336-4246-9716-d56196087392,"2014-10-03 06:18:38"
4793096,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:ea535c11-0e5f-47a4-8427-1ff5770d929e,"2021-01-07 16:23:24"
4793298,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:3da24b85-9ee9-435e-a0b3-10379f986936,"2014-10-03 06:18:38"
4793298,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:8eb9d0c0-0508-4b36-a8e8-1ba34a181ffd,"2021-01-07 16:23:24"
4839896,,,,,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:eb75cba5-44d5-4c85-8404-b65986eccb7d,"2014-10-03 06:18:38"
4839896,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:f2cc791a-1c1b-4b84-9e9a-859376e45f38,"2021-01-07 16:23:24"
13055510,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:48ce78b5-0d6d-42ec-92e6-676719f428b3,"2021-01-07 16:23:24"
13056758,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:a68ae553-4fd9-4bee-a0e8-374f68f0ec97,"2021-01-07 16:23:24"
13056890,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:5bbcf6e1-be6c-4827-9c8d-0fd401f47799,"2021-01-07 16:23:24"
13057845,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:96222faf-34f6-4af9-8511-21159bffde3c,"2021-01-07 16:23:24"
13057857,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:2b6e71d2-df32-4109-a565-43ced2656cc8,"2021-01-07 16:23:24"
13058118,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:7507eef1-22a0-40ea-bbfa-dfedc265e599,"2021-01-07 16:23:24"
13058391,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:a81bd397-bd06-40b3-971c-44ac43826156,"2021-01-07 16:23:24"
13058404,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:e26f0135-bb50-47b2-af36-cc92b02755df,"2021-01-07 16:23:24"
13075073,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:9843745d-0b28-4076-9431-3ba2dfecba67,"2021-01-07 16:23:24"
13075268,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:f87ee75f-ae2d-4398-bc7f-d2c0776179c0,"2021-01-07 16:23:24"
13075412,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:b1f2375d-b61d-47a5-a78b-b4e350affde0,"2021-01-07 16:23:24"
13075995,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:57955233-f979-46c6-abc5-e3fde117415d,"2021-01-07 16:23:24"
13076260,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:596ca301-5dba-49ab-b3b4-55e491995115,"2021-01-07 16:23:24"
13080531,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:90a455d1-222d-4578-b07f-b0b481ca2b75,"2021-01-07 16:23:24"
13081398,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torr. & A. Gray",,,,,,,urn:uuid:0b1ac906-d870-4012-a191-5ed70dc69fe5,"2021-01-07 16:23:24"
3030011,"Williams, Charles F.",,2010-08-14,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:8002addf-7938-4a29-ae79-8807dd87b85d,"2015-07-15 15:06:07"
3030011,"C. F. Williams",,2015-07-15,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:7cbef92c-77f0-4ae0-ae2a-38595478d4c2,"2015-07-15 15:06:07"
3030025,"Barclay, Harriet G.",,1955,,"Eriogonum effusum",0,"(Bentham) Stokes",,,,,,,urn:uuid:2a2f3174-661c-4818-8598-c13cd97e0f40,"2014-09-01 14:05:51"
3030025,"Williams, Charles F.",,2014-09-01,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,"Colorado Flora Western Slope, 4th ed. (2012)","Leaves pubuscent, not strongly revolute, >5cm; inflor. trichotomously branching, bractless; flowers white/pink",urn:uuid:acde847b-5602-4a31-a256-3f4111cfdb9d,"2014-09-01 14:05:51"
3030025,Unknown,,unknown,,"Eriogonum effusum",0,Nutt.,,,,,,"written on sheet",urn:uuid:3de5766d-0e1e-4874-8ac2-91af79928a02,"2014-09-01 14:03:15"
3030052,"Barrell, Joseph",,1965,,"Eriogonum tristichum",0,Small,,,,,"Flora of the Gunnison Basin. Barrell (1969).",,urn:uuid:df8d0604-5d1c-4344-8f5d-47e7e5e633e7,"2018-09-09 13:00:52"
3030052,"Williams, C.F.",,2018-09-09,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,"Colorado Flora W Slope, 4th ed., and USDA-Plants Database",,urn:uuid:befe7bb7-f227-46e4-a09d-99cffb21e156,"2018-09-09 13:00:52"
3030053,"Deutsch, Lisa",,1958,,"Eriogonum tristichum",0,Small,,,,,,,urn:uuid:95f506d1-0b0c-4015-94f8-7936b0296998,"2015-07-15 15:25:15"
3030053,"C. F. Williams",,2015-07-15,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:4e50d4f1-58fc-4f72-ba87-2f305e8b3d45,"2015-07-15 15:25:14"
3040849,"James Reveal",,"20 Sep 2013",,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,,"Acc #; 20509",urn:uuid:d721384e-e3d4-4d9d-8e9e-9d033f95979f,"2013-10-01 12:45:31"
3040849,unknown,,unknown,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,,,urn:uuid:faafc7ba-1540-4e39-8319-658160b41c61,"2013-10-01 12:45:31"
3296724,"Loraine Yeatts (KHD)",,"21 April 2015",,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,,,urn:uuid:6e0d33fe-9817-4ca3-a339-eb4e64fe8550,"2015-04-27 07:11:50"
3296724,unknown,,unknown,,Eriogonum,0,Michx.,,,,,,,urn:uuid:069eb3a5-21ca-49bb-981c-16707982f214,"2015-04-27 07:11:50"
3349267,"James Reveal",,"20 Sep 2013",,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,,"Acc #: 50451",urn:uuid:f376c272-b407-419e-bee5-8dea15d8ea30,"2013-10-01 12:50:46"
3349267,unknown,,unknown,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,,,urn:uuid:8e6eb560-6d5b-4a47-8878-a65d41e0550d,"2013-10-01 12:50:46"
3729966,"S. Goodrich",,2010,,"Eriogonum lonchophyllum var. saurinum",0,"(Reveal) S.L.Welsh",,,,,,,urn:uuid:911a8b67-2026-4a66-9b1b-a8b15a19bc52,"2013-09-17 14:11:36"
3729966,unknown,,"Assumed to be collection year",,"Eriogonum acleoides",0,,,,,,,,urn:uuid:474182fb-2bf6-4680-baf3-071d5a6ad62a,"2013-09-17 14:11:36"
3816715,"S. Goodrich",,2012,,"Eriogonum brevicaule var. brevicaule",0,Nutt.,,,,,,,urn:uuid:08870f71-da1f-4c3d-b595-c03e2aa4f5a0,"2013-10-24 12:14:13"
3816715,"S. Goodrich",,2014,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,,,urn:uuid:45cd00f1-9f00-4810-b1bb-91e36d6725e4,"2015-02-24 09:49:50"
3816715,unknown,,"Assumed to be collection year",,"Eriogonum brevicaule",0,Nutt.,,,,,,,urn:uuid:e6dc7a2e-9178-4993-bc27-d71aef683dc9,"2013-10-24 12:14:13"
3231165,"James L. Reveal",,2006,,"Eriogonum lonchophyllum",1,,,,,,,,urn:uuid:92e93a49-906b-45da-abd1-eb04b7904da8,"2021-04-28 16:00:08"
3231165,"W.A. Weber",,s.d.,,"Eriogonum lonchophullum",0,"Torr. & Gray",,,,,,,urn:uuid:f7030935-7272-4d70-97ee-b568fbd353be,"2021-04-28 16:00:08"
7923792,"W.A. Weber",,1974,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,,,urn:uuid:77584a61-99e9-4633-b4d3-40af27502424,"2019-07-16 12:17:17"
7923792,"James L. Reveal",,2006,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,,,urn:uuid:c098dea1-2c75-488a-a61d-239026ebc232,"2019-07-16 12:17:17"
27775301,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torrey & A. Gray",,,,,,"source for accepted name FNA v.5",urn:uuid:ac480317-0910-4dc0-86f7-ff8349bcabb6,"2021-04-20 07:52:18"
27775335,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torrey & A. Gray",,,,,,"source for accepted name FNA v.5",urn:uuid:6f357283-4dfa-4166-a57d-c4eb55030770,"2021-04-20 07:52:18"
27775337,"not specified",,"not specified",,"Eriogonum lonchophyllum",0,"Torrey & A. Gray",,,,,,"source for accepted name FNA v.5",urn:uuid:6ee2e120-4c2c-4467-b7cf-c9316ac07fe5,"2021-04-20 07:52:18"
5324315,"J.L. Reveal",,2003,,"Eriogonum lonchophyllum var. humivagans",0,,,,,,,,urn:uuid:5f6609ea-94be-4335-bb3e-d60a8f7ff494,"2020-12-01 12:22:07"
5324315,unknown,,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",,,,,,,urn:uuid:9ca60db1-1e13-4d34-b547-0e3ab5340a2e,"2020-12-01 12:22:07"
5324315,collector,,unknown,,"Eriogonum corymbosum var. humivagans",0,"(Reveal) S.L.Welsh",,,,,,,urn:uuid:35b2fadc-4dad-4ced-a9d2-dca98dc58e14,"2018-10-17 08:44:32"
5331511,collector,,unknown,,"Eriogonum saurinum",0,Reveal,,,,,,,urn:uuid:e2a9bd5c-77d7-44c9-834e-858ff2942b59,"2018-10-22 07:15:41"
5331512,collector,,1978,,"Eriogonum saurinum",0,Reveal,,,,,,,urn:uuid:9a02ebd1-068b-463b-ad49-5d92488edd5e,"2018-10-22 07:21:10"
16011873,"Holmgren, Noel H.; Reveal, James L.",,1966-00-00,,"Eriogonum humivagans",0,Reveal,,,,,,ISOTYPE,urn:uuid:e14c899e-d9d3-4170-8d44-0bcd201d99ae,"2017-09-27 11:16:54"
16181674,"Holmgren, Noel H.",,1966-00-00,,"Eriogonum saurinum",0,Reveal,,,,,,,urn:uuid:efe94b81-e103-4381-9f91-e29fae4461b0,"2017-10-03 09:17:36"
24422453,"J. L. Reveal",,1973,,"Eriogonum saurinum",0,Reveal,,,,,,,urn:uuid:ef3f09f0-a6d8-4872-9ada-e5bbb433d5e0,"2020-01-06 12:06:05"
24422453,"Goodrich & Neese",,1986,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",,,,,,,urn:uuid:4459cc6c-5235-4c4c-8edb-e25cadd5eb39,"2020-01-06 12:06:58"
24422453,unknown,,s.d.,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,,,urn:uuid:abf2e627-1975-4db0-95bf-6432b152ee86,"2020-01-06 12:06:05"
24422465,"W. Fertig",,2006,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",,,,,,,urn:uuid:36bcc6e7-a5a9-4723-af8c-1940b56d6ba3,"2020-01-06 12:16:26"
24422465,unknown,,s.d.,,"Eriogonum lonchophyllum",0,"Torrey & Gray",,,,,,,urn:uuid:48645329-efe7-48e1-99ba-5ac0b4285440,"2020-01-06 12:16:26"
24422475,"W. Fertig",,2006,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",,,,,,,urn:uuid:ceec953d-cbfe-485a-bf7a-1c32e61e22c8,"2020-01-06 12:23:20"
24422475,unknown,,s.d.,,"Eriogonum lonchophyllum",0,"Torrey & Gray",,,,,,,urn:uuid:88812f0f-ee42-40fa-9988-f4b19c005b27,"2020-01-06 12:23:20"
23552714,"James L. Reveal",,"not specified",,"Eriogonum lonchophyllum var. lonchophyllum",0,,,,,,,,urn:uuid:3ccc711d-60c4-4b18-bd69-682a2d338af9,"2019-10-24 23:18:20"
23552714,"not specified",,"not specified",,"Eriogonum humivagans Reveal",0,Reveal,,,,,,,urn:uuid:ba7ac774-0df4-40fe-bd52-4d73f872f0f8,"2020-02-13 13:52:16"
23553687,"James L. Reveal",,"not specified",,"Eriogonum lonchophyllum var. lonchophyllum",0,,,,,,,,urn:uuid:0ac2283e-20dc-40ed-aefc-f4e7c9b1d26c,"2019-10-24 23:18:20"
23553687,"not specified",,"not specified",,"Eriogonum salicinum Greene",0,Greene,,,,,,,urn:uuid:49f90b0c-b64b-432f-b3f6-ab3d6ae17f7b,"2020-02-13 13:52:16"
23558181,"James L. Reveal",,"not specified",,"Eriogonum lonchophyllum var. saurinum (Reveal) S. L. Welsh",0,"(Reveal) S. L. Welsh",,,,,,,urn:uuid:ec8ddd59-083a-48cd-ac10-13e60cf414c4,"2019-10-24 23:18:20"
23558181,"not specified",,"not specified",,"Eriogonum saurinum Reveal",0,Reveal,,,,,,,urn:uuid:a3891e3a-cb57-4ef9-8912-6f1ef166ec4e,"2020-02-13 13:52:16"
23797580,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:5674754c-f6ca-4c01-bfe5-17d433ab1bbc,"2020-02-13 13:52:16"
23797581,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:bac7dc6d-0e84-4e37-980c-2c4bc5a38fb6,"2020-02-13 13:52:16"
23797583,"not specified",,1969,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:0de5d188-0287-45ed-9e03-4dc5df72de9e,"2020-02-13 13:52:16"
23797583,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b5531480-fe78-4c9f-8f40-bd6403e7b0ca,"2019-10-24 23:18:20"
23797584,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:bddfd620-b2f9-43d4-b3c2-6252749ab458,"2020-02-13 13:52:16"
23797584,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:a11c845f-7e7b-44ac-adea-d6c84bcad43b,"2019-10-24 23:18:20"
23797585,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:f748ff3a-970e-42d3-80e6-938837c2f536,"2020-02-13 13:52:16"
23797585,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:0139d8b0-a3fb-4029-9a3c-8ca7408c655e,"2019-10-24 23:18:20"
